device_id,phone_brand,device_model
-2.46314E+18,OPPO,R827T
-1.0354E+18,??,S5.5L
-6.8224E+18,??,????4X
3.58812E+18,vivo,Xperia Z2
-1.90817E+18,??,A788t
4.07659E+18,??,S2y
-6.57669E+18,??,Galaxy Note 2
-8.44739E+16,vivo,X3T
4.00814E+18,??,Galaxy Trend DUOS
-4.33434E+18,??,??3X???
3.99892E+18,vivo,Y17T
-5.81955E+18,vivo,Xperia Z2
6.73964E+18,??,MI 3
2.03331E+18,??,Galaxy Note 3
-1.74525E+18,??,Galaxy S5
-8.02312E+18,??,Galaxy Note 2
-1.10325E+17,?? ,U819
1.76901E+18,vivo,Xperia T2 Ultra
-3.71374E+18,??,??NOTE
1.23706E+17,??,ELIFE S5.5
1.871E+18,??,Galaxy Note 3
-7.57829E+18,OPPO,A53
-6.52796E+18,??,A199
-9.07237E+17,??,Mate 7
-4.43997E+18,??,5891
3.50727E+18,??,??note
2.00933E+18,??,MI 2S
-2.93919E+18,??,8702
4.74803E+18,??,7295
5.24765E+18,??,??3X???
-6.16665E+18,OPPO,1105
-3.40887E+17,vivo,Y13L
-6.62087E+18,vivo,X3V
2.42506E+18,??,??note
7.94843E+18,??,??note
4.14514E+18,??,MI 3
-4.97517E+17,OPPO,R833T
-6.15488E+18,??,??note
-6.99091E+18,??,MX4
-5.78939E+18,??,Galaxy S5
-4.46776E+18,??,MI 2S
-2.15019E+18,??,One
-6.90642E+18,??,??6
3.86398E+18,??,MI 3
7.21712E+18,??,??note
3.03899E+18,vivo,Xperia ion
5.68598E+18,vivo,X5L
5.34224E+18,??,??6
4.44933E+18,vivo,Xperia T2 Ultra
5.32738E+18,??,Galaxy Note 3
-1.8427E+17,??,??note
-4.70484E+18,??,??note
8.04995E+18,??,??6
-1.40833E+18,OPPO,R823T
-5.47628E+18,??,????4X
-8.08536E+18,??,??
-3.59916E+18,??,2
6.783E+18,??,MI 1S
3.91806E+18,????,U51GT-W
1.85187E+18,??,Galaxy S3
-7.37846E+17,??,MI 2S
4.53821E+18,????,M601
9.97893E+17,??,GN137
3.28888E+18,OPPO,N1T
-5.09179E+18,??,??3
4.2444E+18,vivo,X5Max
-2.96788E+18,??,??NOTE
-2.776E+18,OPPO,R1S
-4.59768E+18,??,Galaxy Trend DUOS
9.1259E+18,??,MI 4
6.24354E+18,??,??K3 Note
8.27971E+18,vivo,S7I
1.14473E+18,??,Galaxy Note 2
-5.3091E+18,vivo,Y17W
9.69635E+17,??,R1
5.31509E+18,vivo,X5Max
4.83919E+18,??,??
2.36921E+18,??,MI 2S
3.05684E+18,??,??NOTE
-1.27928E+18,??,Galaxy S4
5.15314E+18,LG,Nexus 4
-5.99541E+18,??,??K3
5.7185E+18,??,??
7.36137E+18,??,A199
5.02621E+18,vivo,Xperia Z2
4.34514E+17,??,??
-1.34305E+18,??,??3C
5.94692E+18,??,??note
-1.71472E+18,HTC,X920e
-6.59781E+18,??,Galaxy Grand Prime
6.79709E+18,??,??2
-6.05867E+18,??,Galaxy Trend DUOS 2
-1.42836E+18,??,MI 2S
3.3582E+18,??,MI 1S
9.15744E+18,??,MI 2S
-1.19362E+18,??,MI 4
6.47817E+18,??,S5830I
4.38712E+18,??,MI 3
1.53101E+18,??,Galaxy S3
5.65573E+18,??,??
-6.08507E+18,??,Galaxy Premier
2.40758E+18,??,Galaxy S5
-2.05839E+18,???,iPh-800
8.55852E+18,??,??note
-1.92153E+18,??,??F2????
-3.40895E+18,??,MI 2S
-4.24151E+17,HTC,One
-5.53826E+18,??,??3X
-7.48252E+18,??,Galaxy Grand 2
-1.27324E+18,??,MI 2S
-8.18915E+18,??,7269
3.5401E+18,??,??NOTE
4.97577E+18,??,A820t
1.12212E+18,vivo,X5Max
7.52412E+18,??,Galaxy Note 2
4.94869E+18,??,??note
-6.90831E+17,??,W999
7.62325E+18,????,M812C
-5.88731E+18,??,??note
-5.57122E+18,??,Ascend P8
-2.40435E+17,??,??6
6.98885E+18,??,MX4
-9.05861E+18,??,MI 2S
1.66921E+18,??,??note
-2.56619E+18,??,Galaxy Note
3.46251E+17,??,Y511-T00
-8.95926E+18,??,Galaxy S2
-1.41685E+18,??,??
-6.08083E+18,??,????4
6.15913E+18,??,Galaxy Win
3.25355E+18,??,A298t
-8.47078E+18,??,????4
3.13357E+18,HTC,Butterfly
-8.3269E+18,??,Galaxy S3
-5.85972E+18,??,Galaxy Note 3
-7.33128E+18,??,??F1
-2.47395E+18,??,A360t
-3.12405E+17,??,Mate 2
-3.55048E+18,??,F2
-1.73208E+18,??,Galaxy Style DUOS
-6.45907E+18,??,????4
-2.61748E+16,??,MX3
-1.99065E+18,??,MT1-U06
6.24012E+18,??,C8818
-8.30029E+18,??,C8815
7.9895E+18,???,JX8166
8.97515E+18,??,??3X???
-5.36838E+18,??,Mate 7
7.41404E+18,??,??2A
-5.20073E+18,??,Galaxy E7
1.55577E+18,??,S90-u
-1.02509E+18,??,??NOTE
-6.20568E+18,??,??note
-4.41259E+17,HTC,Desire 820
8.66219E+18,??,??NOTE
-8.60599E+17,LG,G2
9.11025E+18,OPPO,R3
2.62657E+18,??,??NOTE
-5.03149E+18,??,Galaxy Mega 5.8
2.20581E+18,??,F2
7.67253E+18,??,??note
1.15479E+18,??,S868t
-2.38901E+18,??,PRO5
-4.11583E+18,??,MI 2
3.66325E+18,??,Galaxy S2
6.17173E+18,??,Y600-U00
9.19359E+18,??,??3X
-6.78345E+18,??,Galaxy Note 3
6.59376E+18,??,MI 3
3.24448E+18,OPPO,R6007
-2.8425E+18,??,MI 2A
7.68158E+18,??,Mate 7
2.42922E+18,??,??
-3.37491E+18,??,??F1
-9.02589E+18,??,MI 3
-4.03124E+18,??,C8816
7.98023E+18,??,Ascend G700T
1.59445E+18,??,Galaxy Note 3
2.53464E+18,vivo,Xperia Z1
3.5725E+18,??,MI 2A
8.56382E+18,??,MI 4
3.24745E+17,??,??NOTE
2.73328E+18,LG,G2
1.30455E+18,??,Galaxy Note 3
-7.99053E+18,??,Galaxy Note 2
-9.51872E+17,??,Galaxy Style DUOS
-4.50072E+18,??,Galaxy S3
1.28636E+18,??,Galaxy S5
-5.96808E+18,??,MI 4
-2.24006E+18,??,Galaxy Trend DUOS 2
-6.03312E+18,??,MX4
-6.11872E+18,OPPO,R1C
-7.14813E+18,??,Galaxy S3
4.33622E+18,??,MI 4
-8.19685E+17,??,??1S
-8.74814E+18,??,S5.1
-4.67138E+18,vivo,X1ST
2.29603E+18,??,??NOTE
-6.10992E+18,??,MI 4
7.1537E+18,OPPO,R823T
2.17102E+18,??,??3X???
4.12946E+18,??,??NOTE
6.01158E+18,??,B199
1.66454E+18,??,??K3
-4.62365E+18,??,ELIFE S5.5
-2.91232E+18,OPPO,N1T
6.07332E+18,??,??NOTE
2.98242E+18,??,MX3
-5.25941E+18,???,IVO 6600
6.24039E+18,??,??note
5.80825E+18,??,A300t
-2.90378E+18,LOGO,M2
1.55546E+18,???,M310
8.23014E+18,??,G510
3.19735E+18,??,??note
-6.94716E+18,??,????4C
8.54792E+18,??,Galaxy Trend DUOS
7.6806E+18,vivo,X5SL
8.3701E+18,??,Galaxy S4
-5.10104E+18,vivo,X5Max+
3.9186E+18,??,??1S
-8.50971E+18,??,??6
2.03508E+17,??,??note
6.84474E+18,??,??F1
9.13608E+18,??,Galaxy Note 3
1.85935E+18,vivo,X5Max+
-4.30635E+18,??,MI 2A
-4.94965E+18,??,7295
-5.54647E+18,??,MI 4
7.93573E+18,??,??F1Plus
-9.12086E+18,??,GN708W
-3.05966E+18,??,MI 4
6.56895E+18,??,MI 4
-5.74945E+18,??,Galaxy S3
2.03961E+18,OPPO,N1T
2.97437E+18,??,Galaxy Mega 5.8
8.91083E+18,??,Ascend P7
-5.80353E+18,??,S7568I
1.94877E+18,??,Galaxy S4
4.6577E+18,??,Galaxy Note 2
8.27216E+18,??,MI 3
-4.61816E+18,OPPO,R815T
-2.90917E+18,??,??note
4.07894E+18,OPPO,R1C
-5.13714E+18,vivo,Xplay
-2.39933E+18,??,??6
-1.39569E+18,??,Galaxy S2
5.30582E+18,??,??NOTE
1.62836E+18,??,??note
8.53057E+18,??,A390t
3.74768E+18,vivo,Y15
-4.72309E+18,??,??1S
5.21436E+18,??,Galaxy Note 2
8.67978E+18,??,??3C???
-3.50305E+18,vivo,Xperia Z1
-5.40345E+18,??,??6 Plus
-7.00541E+18,??,????A8
6.05655E+18,??,Galaxy A7
3.85428E+18,??,??6
3.57581E+18,??,??NOTE
-4.25593E+18,??,Galaxy S2
4.98945E+17,??,MI 4
-1.80468E+18,?? ,V5 Max
7.50515E+18,??,A658t
-1.4078E+17,vivo,X3L
4.80843E+18,??,??3X???
6.26736E+18,??,??NOTE
-8.39652E+18,OPPO,R5
-7.27706E+18,??,??3X???
5.68497E+18,vivo,Xperia Z1
-5.04569E+18,??,Ascend P6
-4.75881E+17,?? ,9180
-5.67218E+17,HTC,Desire 816
5.73238E+18,??,??note
3.37682E+18,??,MX4
-4.96567E+18,??,Galaxy S4
-3.51083E+18,??,MI 4
-5.3851E+18,??,MX3
-7.79125E+18,??,U9508
4.48293E+18,??,3
-4.99149E+18,??,MI 2S
-1.7453E+18,??,Ascend G6
-7.57464E+18,vivo,Y17T
4.82904E+18,??,S720i
6.83443E+18,??,Y635
9.05487E+18,??,MI 3
-6.8685E+18,vivo,Xperia C
6.16086E+18,??,????Note8
-7.40196E+18,??,????4X
-1.62239E+18,??,MI 3
-4.88591E+17,??,??6
-6.06593E+17,??,Galaxy Note 3
2.13696E+18,?? ,V889D
-4.61275E+18,??,MX4
-7.48404E+18,vivo,Y28L
-5.49767E+18,??,??NOTE
5.47262E+18,??,??note
-1.60735E+18,??,MI 2S
5.51894E+18,OPPO,R8205
6.60024E+18,??,A300t
2.27222E+18,??,??note
-4.55367E+18,??,??3C
9.11906E+18,??,Galaxy Note 3
-3.71123E+16,??,A628t
1.92686E+17,vivo,Xperia Z2
-3.45845E+18,vivo,S12
-8.38469E+18,HTC,Desire 610t
7.21611E+18,??,MI 2A
-2.77507E+18,??,A890e
-8.98689E+18,??,Galaxy Win
2.13929E+18,??,??3C???
-6.54041E+18,??,??
6.22919E+18,??,MX4
-5.64373E+18,??,V183
-4.31537E+18,??,Galaxy Note 3
-5.54117E+18,vivo,Xperia Z
-1.43591E+18,??,S7
1.63009E+18,??,??6 plus
9.16155E+18,vivo,Y22IL
1.36656E+18,??,Galaxy S6
7.12301E+18,??,One
-5.69392E+18,??,A850
8.28256E+18,??,F301
6.13755E+18,??,C8817L
2.26725E+18,??,Galaxy S6 Edge
7.72745E+18,??,??6 Plus
2.94457E+18,??,Galaxy Note 2
2.48639E+18,??,X1 7.0
3.16151E+17,??,??2
9.21869E+18,vivo,X5L
-3.91118E+18,??,MI 4
-7.53773E+18,??,Galaxy S4
6.09435E+18,??,MI 4
-3.16555E+18,??,Galaxy Note 2
-7.90242E+18,??,Galaxy Note 2
-8.27692E+18,??,??2A
-3.22494E+17,vivo,X5SL
4.80655E+18,vivo,Y23L
-6.90306E+18,??,Y300
-8.44398E+18,??,B199
-2.35176E+18,??,????4
-3.69549E+18,??,ZenFone Max
-4.77476E+18,??,Galaxy Note
8.74711E+18,??,T1
-5.53643E+18,??,Ascend P7
1.94021E+18,??,G610S
5.14653E+18,OPPO,N3
6.18943E+18,??,??6
-4.68715E+18,??,??3X???
6.08031E+18,??,Galaxy S6 Edge
6.85114E+18,??,MI 1S
5.24533E+18,??,8190Q
-6.92399E+18,??,Galaxy Win
-4.9327E+18,OPPO,Find 7
8.07339E+18,??,MI 2S
-5.4965E+18,??,Ascend P6
-6.89267E+18,??,??F1Plus
4.7569E+18,??,MX3
7.11589E+18,??,??6
4.08658E+17,??,MI 2S
-4.92452E+16,??,MI 2S
-4.06379E+17,??,Galaxy Note 4
-5.35848E+18,??,??note
-3.05576E+17,??,??X7
-3.27095E+18,OPPO,Find 7
-1.11334E+17,??,MI 4
-8.14211E+16,??,A788t
8.0689E+18,vivo,Xperia acro S
3.30029E+18,??,??6
-5.39701E+18,??,??3C
-6.93896E+18,??,Galaxy Win
2.88405E+18,HTC,Desire 826
-3.50151E+17,??,MI 3
-6.10145E+18,??,One
-2.02508E+18,??,MI 3
-4.29741E+18,??,Galaxy Note 2
7.14475E+18,??,MI 2A
1.70586E+18,vivo,X710L
3.76666E+18,??,Galaxy Note 3
-4.65479E+18,??,??note
1.36484E+18,??,Galaxy E7
-3.89204E+18,??,??note
-2.92952E+18,??,??2A
-5.94095E+18,??,Galaxy A5
8.72891E+17,??,E6
1.9189E+18,??,MX4
-6.29628E+18,??,MI 3
-7.76756E+18,vivo,Xplay
-4.04322E+18,??,Galaxy S6 Edge
4.09667E+18,??,Galaxy A7
8.59003E+18,??,Galaxy E7
2.39012E+18,??,??6 plus
-6.966E+18,OPPO,R1C
8.85985E+18,??,Galaxy S6 Edge
-4.64051E+18,HTC,Desire 820
2.2867E+18,??,:UOOGOUT1
-8.55676E+18,??,??3C
3.25041E+18,??,Touch 3
5.67214E+18,??,MX2
1.06196E+18,??,MI 4
3.47317E+18,??,G610T
4.83553E+18,??,GN151
-2.77694E+18,??,??6 Plus
8.59327E+17,??,I779
-8.92983E+18,??,Galaxy J5
6.04552E+18,??,??note???
1.3926E+18,??,G610S
2.719E+18,??,Galaxy S3
4.32609E+18,??,P700i
-3.20315E+18,??,Galaxy Note 2
6.21195E+18,??,??note
8.9316E+18,vivo,Y35
8.92037E+18,??,??note
-8.02285E+18,??,???Note
-7.92566E+18,??,G730-C00
-4.29751E+18,??,MI 4
1.12427E+18,??,??1S
-2.96547E+18,??,??note
2.52853E+18,??,MI 3
4.34761E+18,??,A850
-3.14215E+18,??,??note
-7.70744E+18,??,MK260
5.30512E+18,??,Galaxy Note 2
5.74451E+18,??,??6 plus
-2.30395E+18,vivo,X5SL
-2.61114E+18,??,??F2
-2.59942E+18,??,MI 3
-8.07975E+18,OPPO,U705T
7.52727E+18,??,??note
-6.63186E+18,??,G510
-4.35989E+18,OPPO,Find 5
8.87389E+18,vivo,Y17T
-1.62477E+18,??,Galaxy Style DUOS
-4.14183E+18,??,???
-9.19317E+18,OPPO,R1
-5.26101E+18,??,??note
-8.85547E+17,??,Galaxy Note 3
-6.13408E+17,??,Galaxy Note 2
-3.29141E+18,??,??6 Plus
-3.57049E+18,vivo,Y13
-3.57937E+18,??,??
-4.93625E+18,TCL,???3N
4.02277E+18,??,Galaxy S4
7.62381E+17,??,??NOTE
-3.54409E+18,??,??F2
-7.68139E+18,??,??????S8
-8.73865E+18,??,??3C
3.41768E+18,??,??note
8.14132E+18,??,??6 Plus
8.38143E+18,??,Ascend G7
2.56853E+17,??,??note
-6.04385E+18,??,??note
5.32793E+18,??,??note
1.53753E+17,OPPO,R6007
4.47142E+18,??,MI 2S
-8.5452E+18,??,MI 2S
3.16851E+18,OPPO,R6007
3.50793E+18,??,A630t
3.39268E+18,vivo,X5V
7.02598E+18,HTC,One
-1.65265E+18,vivo,Y27
-5.81459E+18,??,K860i
4.13389E+18,vivo,X5L
1.08607E+18,??,MI 3
-2.07754E+18,??,Touch 2
-3.52931E+18,??,????4X
1.45384E+18,??,Mate 7
2.54073E+18,vivo,Xperia SP
-8.66602E+18,vivo,Y20T
8.74245E+18,??,G730-T00
7.21313E+18,??,??
-3.29663E+18,??,MI 4
-4.34697E+18,??,Galaxy S3
4.06104E+18,??,Galaxy Trend DUOS 2
-6.70053E+18,??,MI 2S
6.873E+17,??,??X2
-7.49349E+17,HTC,802w
4.73798E+18,??,Galaxy Grand
3.51416E+18,??,??note
-4.04155E+18,OPPO,3007
-5.80934E+18,??,??6
7.08661E+18,??,Mate 7
2.93393E+18,vivo,X3T
-2.72666E+18,??,MX4
-6.32226E+18,??,MI 4
6.96729E+18,??,??3X???
-8.86651E+18,??,??note
-7.16251E+18,??,Galaxy S4
3.55319E+18,??,??F1
-5.30456E+18,??,Ascend P7
2.93953E+18,??,MI 3
7.47399E+18,??,MI 4
2.352E+18,??,Galaxy S3
-4.19751E+18,??,??note
-3.31533E+18,??,Mate 7
1.44132E+18,??,??6
1.57488E+18,??,8717
2.06736E+18,??,Galaxy Note 3
3.62384E+18,??,Galaxy Grand Prime
7.04152E+18,??,MX4
4.99523E+18,??,Ascend P8
-3.80156E+18,??,??1S
-2.07654E+18,OPPO,R2017
-3.06881E+18,??,Galaxy Win
4.29053E+18,??,F2
-5.59978E+18,??,iSuper S1
3.23788E+18,??,??2
3.7628E+18,??,??NOTE
7.50009E+18,OPPO,N1 Mini
7.56835E+18,??,Galaxy S2
-3.61523E+18,OPPO,U705T
1.13227E+18,??,??note
-6.00315E+18,??,Ascend P6
7.28476E+18,??,MI 4
-4.63483E+17,??,??1S
6.58542E+18,??,G610T
1.05988E+18,??,Galaxy S4
6.18332E+18,??,??
2.37378E+18,??,Ascend P8
4.44392E+18,??,??
5.68178E+18,??,MI 2A
-4.81571E+18,??,Galaxy Note 3
-5.28478E+17,??,MI 3
2.11507E+18,??,S7
3.74482E+18,??,??6
-3.70917E+18,??,??NOTE
7.468E+18,???,Z9 mini ???
1.24138E+18,??,??note
-8.57768E+17,??,MX2
-8.42926E+18,??,MI 2S
8.23806E+18,??,????4X
8.8813E+18,??,??2A
-2.56957E+18,??,??note
-3.91865E+18,??,HN3-U01
7.17347E+18,??,MI 2S
7.41463E+18,??,??NOTE
7.85243E+18,??,??note
1.71053E+18,HTC,One
8.40903E+18,??,??Note2
-6.57683E+18,vivo,Xplay3S
1.64913E+18,OPPO,R1
5.25933E+18,??,??note
-4.97081E+18,vivo,X5SL
5.19886E+18,??,Galaxy S4
-1.08859E+18,??,MI 2S
-6.36595E+18,??,Galaxy Grand Prime
-2.07067E+18,??,9976D
-9.0445E+17,vivo,X5Max
4.04323E+18,??,??6
-2.18214E+18,??,Mate 7
5.75169E+18,??,??NOTE
7.1655E+17,??,Galaxy Note 3
8.60177E+18,??,A880
8.11947E+18,??,??6 plus
4.26419E+17,??,??3C
7.35868E+18,??,Galaxy Grand Neo Plus
-7.81384E+18,??,Galaxy Note 3
8.28945E+18,vivo,X5L
-5.80381E+18,??,Galaxy Nexus
1.15506E+18,??,Mate 7
8.70073E+18,vivo,X5L
-1.53362E+18,??,??note
3.8054E+18,OPPO,N1T
-2.14389E+18,??,Galaxy A7
-3.53967E+18,vivo,Xperia Z Ultra
3.70804E+18,??,??3X???
4.40425E+18,??,??note
8.58715E+18,??,Galaxy S4
1.03569E+18,??,??NOTE
-5.32966E+18,??,Galaxy Note 3
-4.15058E+18,OPPO,Find 7
9.0094E+18,vivo,X5Max+
5.82751E+18,??,??2
-5.78974E+18,??,??
8.21204E+18,??,MI 4
7.00869E+18,??,5360
8.09097E+18,??,Galaxy Note 2
9.05203E+18,??,MI 4
7.94908E+18,??,MI 4
-9.64191E+17,??,Ascend P6
8.27112E+18,??,MI 2A
3.9297E+18,??,??Note
1.79959E+17,??,??note
-2.80814E+18,??,Mate 7
-4.10723E+16,??,F103
6.96749E+18,???,M310
8.0769E+18,LG,Nexus 4
-6.26097E+18,??,Galaxy S4
4.96667E+18,??,Galaxy Note 3
6.42063E+18,???,U3
2.45091E+18,??,??2
-1.54489E+18,??,MI 2A
-9.13162E+18,HTC,Desire D316d
-6.0084E+18,??,G610S
1.53829E+18,??,Galaxy S6
-5.96982E+18,??,A805e
8.30439E+18,??,??3C
-4.89045E+18,vivo,S7I
2.93495E+18,??,????4C
7.87606E+18,??,ELIFE S5.5
7.08548E+18,??,????4X
-7.46646E+18,??,Galaxy A3
-8.36549E+18,??,T1
6.78391E+18,??,MI 2S
-1.72504E+18,??,Ascend P8
9.1834E+16,??,??
-5.90964E+18,??,??2A
-5.29303E+18,??,Galaxy Mega 6.3
-3.88456E+18,??,???
-1.93968E+17,??,??NOTE
6.5838E+18,??,??1S
2.26556E+18,??,??3
-1.77775E+18,??,MI 4
-3.63376E+18,??,Galaxy Note 2
4.62353E+18,??,MI 2A
-8.82227E+18,??,??F1
-4.92724E+18,??,Mate 7
-3.61886E+18,??,????4X
-1.72268E+18,??,Galaxy Mega 6.3
6.24055E+18,??,Galaxy S2
8.75338E+18,??,Galaxy Note 4
7.48044E+18,??,??6
-7.24902E+18,??,??
-6.57648E+18,??,Ascend P8
-2.65828E+18,??,????4X
8.36042E+18,??,??6 Plus
-7.13693E+18,??,Galaxy Grand Prime
-9.06515E+18,??,G620-L75
3.04148E+18,??,A788t
2.53184E+18,??,??NOTE
-5.05518E+18,??,Galaxy Grand 2
9.07827E+18,??,Mate 7
9.1288E+18,??,????4X
-7.21822E+18,??,MX4
-4.9013E+18,??,??F2
-2.78161E+18,??,MI 3
8.22303E+18,??,MI 4
4.73337E+18,??,Galaxy Note 2
6.4793E+17,??,Galaxy Note 2
-3.777E+18,??,??note
5.25496E+18,??,Galaxy Note 2
-6.3575E+18,??,Mate 7
-3.16614E+17,??,F2
9.64225E+17,??,????4X
5.26887E+18,??,Galaxy S4
6.09009E+18,OPPO,R827T
2.14857E+18,??,??note
2.94772E+17,??,??
-1.202E+18,??,S720
-1.09026E+18,??,Galaxy Note 2
8.73721E+18,??,Galaxy Tab 3 8.0
5.24164E+18,??,Galaxy A7
-7.1909E+18,OPPO,Find 5
-2.26134E+18,??,??6 Plus
-1.36421E+15,??,Ascend P8
-2.39254E+18,??,D330
-5.10376E+18,??,??note
-6.0074E+18,??,????4X
4.78312E+18,??,??6
8.69819E+18,???,M310
7.52616E+18,HTC,Desire 826
-7.76646E+18,??,??note
-9.17668E+18,??,??note???
-7.60738E+18,??,G750-T20
5.94362E+18,???,Z9 mini
1.53924E+17,??,MI 4
8.777E+18,??,A890e
-8.77448E+18,??,??3
-9.17229E+18,??,Mate 7
7.67318E+18,??,??NOTE
-3.5642E+18,OPPO,R5
-3.14597E+18,??,G610T
-2.48852E+18,??,Galaxy Note 4
-2.97952E+18,??,??6 Plus
3.79364E+18,??,Galaxy Grand 2
-2.997E+18,OPPO,R3
3.80831E+18,vivo,Y18L
1.3518E+18,??,MI 4
-8.94862E+18,??,??6 Plus
-8.74839E+18,??,Galaxy Note 3
-1.25711E+18,??,Y80D
1.58374E+18,??,Galaxy Grand DUOS
-2.18053E+18,??,??note
1.71784E+18,??,8720L
-5.31256E+18,??,??6 Plus
8.98931E+18,??,Galaxy Note 3
-5.44981E+18,??,??6
-7.36454E+18,??,MX3
-2.92085E+18,??,Galaxy Note 3
5.5046E+18,??,??3X???
2.16877E+18,??,??1S
6.1194E+18,vivo,X5SL
-3.20375E+18,??,??S+
-2.91094E+18,??,Galaxy Tab 3 8.0
2.29149E+18,??,??6 Plus
-4.63801E+18,??,9976A
5.29103E+18,??,MI 4
8.89357E+18,??,A360t
-5.39418E+18,??,A628t
-6.91763E+18,??,A820t
4.41352E+17,??,S890
9.09001E+18,??,????4X
-3.92207E+18,??,????4
-8.6752E+18,HTC,Desire 816
5.28179E+18,OPPO,R3
6.14319E+18,OPPO,R1
-3.67555E+18,??,KDOOR X5-Y12
-7.03147E+18,??,??note
3.77486E+18,??,MI 4
2.44619E+18,??,MI 2S
-5.45629E+18,??,??3X???
4.41339E+17,??,G520-0000
-4.91208E+18,??,??NOTE
9.64746E+16,??,????4C
4.92993E+18,??,MI 3
5.02845E+18,??,N910C
-8.13074E+18,??,MI 2S
-3.03385E+18,OPPO,R831S
8.19306E+17,??,8720L
2.22638E+18,OPPO,R5
-9.90123E+17,??,UIMI3
-6.154E+18,??,8702
4.90695E+18,??,MI 4
1.26975E+18,??,Galaxy S3
2.67404E+18,??,5216D
8.70759E+18,??,MX4
8.5176E+18,??,T1
-5.97965E+18,??,Ascend P6
-2.93179E+18,??,????4X
1.82092E+18,??,??note
-7.66835E+18,OPPO,X907
1.25573E+18,vivo,Y13T
-5.52648E+18,??,F2
7.22894E+18,??,MI 4
-6.43507E+18,??,??note
9.98667E+17,??,??note
4.58992E+18,??,MX3
-8.73983E+18,??,Galaxy Note 4
3.44004E+18,vivo,Y11IT
-4.20263E+18,vivo,X5M
-7.88357E+18,??,P1
8.61873E+18,HTC,Desire 816
-7.17624E+18,??,Y511-T00
-8.84398E+18,??,MI 3
2.50309E+18,??,9190l
-7.9635E+18,??,????4X
4.96094E+18,??,??note???
-2.83973E+18,??,??5
6.50282E+18,OPPO,R7 Plus
4.6414E+18,??,??note
8.77896E+18,??,??note
8.95058E+18,??,??3C
5.4403E+18,??,??note
-2.90495E+18,??,A788t
3.0715E+18,??,Mate 7
7.31214E+18,OPPO,R7
7.09666E+16,??,MI 4
1.29415E+18,??,??1S
-9.09237E+18,??,R1
1.26968E+18,OPPO,Find 5
7.4883E+18,??,MI 4
4.91224E+18,vivo,Y28L
6.89163E+17,??,??note
-3.32323E+18,??,C8813Q
6.13655E+18,vivo,Xperia Z1
-6.84436E+17,??,MI 3
-6.29538E+18,??,??6 Plus
3.08985E+18,??,??
1.71107E+18,vivo,X5SL
-2.33566E+18,??,S2y
3.419E+18,??,??2
5.69043E+18,??,??note
-7.78548E+18,??,??note
-8.40515E+18,??,??6 plus
-7.1846E+18,OPPO,R1C
-2.47273E+18,??,??F1
4.81701E+18,??,F301
1.60803E+18,??,??NOTE
-3.37135E+18,??,MX3
4.41356E+18,??,B199
-3.14986E+17,OPPO,N1 Mini
-2.18985E+16,??,F2
4.28198E+17,vivo,Y28L
-2.1309E+18,??,MI 3
1.37274E+18,??,VIBE X2
-4.32297E+18,HTC,802w
4.55894E+18,??,P8 Lite
8.11633E+18,vivo,X3T
4.86754E+18,??,MI 4
3.00931E+18,??,??5S
8.88316E+18,OPPO,R1S
-5.82173E+17,??,Galaxy Note 2
1.89676E+18,??,??3X???
-9.13509E+18,??,Y511-T00
2.46482E+18,??,P700i
6.07824E+18,??,??note
-1.17892E+18,??,C8815
-3.96116E+18,??,??3X???
-2.7619E+18,??,????4X
8.56497E+18,??,??NOTE
6.44247E+18,??,Galaxy Note 2
5.3584E+17,??,????5
2.00593E+18,??,MI 2A
3.7128E+18,??,Galaxy Mega Plus
6.30187E+18,??,MI 2A
-3.15085E+18,??,Ascend G700
-4.59699E+18,OPPO,1107
-4.03922E+18,??,G730-L075
1.04294E+18,??,??note
-9.01962E+18,??,Galaxy S6 Edge
-1.62725E+18,??,Galaxy Note 3
4.2706E+18,?? ,U795+
-6.14128E+18,??,Mate 7
-2.20433E+18,??,F2
8.14799E+18,?? ,Q201T
-1.66447E+18,??,MI 4
-1.92669E+18,??,MX4 Pro
2.40237E+18,??,Galaxy S5
-2.18765E+18,??,??note
2.45859E+18,??,Galaxy Note 3
7.67479E+18,??,iSuper S1
-5.94837E+18,??,MI 2
4.54485E+18,??,??6
1.0155E+18,HTC,One M8 Eye
-4.61546E+18,??,??note
-8.83223E+18,??,??3C
-8.107E+18,??,??2
8.92144E+18,vivo,X3T
-2.46011E+18,OPPO,R7
-8.48366E+18,??,Galaxy Mega Plus
4.67679E+18,??,??7i
-8.71245E+18,OPPO,R7
-2.49296E+18,??,Galaxy Note 3 Lite
-8.47073E+18,??,P8 Lite
5.09792E+17,vivo,X3T
-3.75965E+18,??,Galaxy A7
4.4446E+18,??,Galaxy Win
-9.04771E+18,??,??2A
7.11116E+18,??,MI 4
-1.29538E+17,??,??note
-8.45028E+18,??,??note
6.33312E+18,??,??Note 2
-5.90796E+16,??,Galaxy S4
-9.04454E+18,??,??2A
3.03932E+18,LG,G2
-5.9341E+18,??,note???
5.96381E+18,??,E6T
-2.87528E+17,??,??3C
-1.36165E+18,OPPO,R831T
8.42368E+18,??,7295C
-2.23948E+18,OPPO,R1C
1.34803E+18,??,Galaxy Note 3
-8.39983E+18,??,Mate 7
4.27628E+18,OPPO,R1C
-8.41791E+18,??,??note
1.99794E+18,??,Galaxy Note 8.0
