device_id,gender,age,group
6.19912E+18,F,34,F33-42
2.37177E+18,F,28,F27-28
-7.97476E+18,F,21,F23-
3.12291E+18,F,25,F24-26
-8.10593E+18,F,25,F24-26
-6.6097E+18,M,26,M23-26
3.37429E+18,M,27,M27-28
2.81542E+18,M,27,M27-28
6.29537E+18,M,27,M27-28
-2.95893E+18,M,29,M29-31
-1.15944E+18,M,21,M22-
-4.39508E+18,F,24,F24-26
5.49022E+18,M,22,M22-
-8.32639E+18,F,21,F23-
-1.24913E+18,M,20,M22-
6.44306E+18,M,20,M22-
-2.19666E+18,M,41,M39+
-5.59693E+17,M,28,M27-28
2.62244E+18,M,36,M32-38
3.46665E+17,M,29,M29-31
-7.50989E+18,M,29,M29-31
5.06299E+18,M,27,M27-28
-1.91189E+18,M,27,M27-28
7.53326E+18,F,26,F24-26
-2.16785E+18,M,45,M39+
4.46219E+18,M,61,M39+
7.58813E+18,F,31,F29-32
3.51093E+18,M,29,M29-31
1.75934E+18,F,48,F43+
-3.68329E+18,F,37,F33-42
-1.44084E+18,M,31,M29-31
4.20815E+18,F,34,F33-42
-5.2592E+18,F,34,F33-42
-7.39683E+18,F,34,F33-42
-8.25864E+18,F,25,F24-26
-7.30365E+17,M,29,M29-31
-5.76357E+16,M,28,M27-28
5.29691E+18,F,37,F33-42
3.51656E+18,F,37,F33-42
-2.88285E+18,F,37,F33-42
3.04715E+18,F,42,F33-42
3.58804E+18,M,38,M32-38
5.34155E+18,M,30,M29-31
2.56046E+18,M,46,M39+
-3.22733E+18,F,21,F23-
1.8021E+18,M,29,M29-31
7.88018E+18,M,47,M39+
-6.70115E+18,M,22,M22-
-1.82548E+18,M,46,M39+
-8.83859E+18,F,19,F23-
6.6802E+17,M,24,M23-26
3.49336E+18,F,34,F33-42
6.52882E+18,M,41,M39+
2.80881E+18,M,40,M39+
4.30391E+18,M,26,M23-26
-6.30791E+18,M,27,M27-28
7.94855E+18,M,27,M27-28
-7.96095E+18,F,33,F33-42
4.47238E+18,F,24,F24-26
-1.93988E+18,F,24,F24-26
-7.51588E+18,M,22,M22-
2.36716E+18,M,51,M39+
-5.10068E+18,M,18,M22-
7.14282E+18,M,34,M32-38
1.25501E+18,M,19,M22-
5.75602E+18,M,21,M22-
5.65621E+18,M,22,M22-
-8.58356E+18,F,20,F23-
-4.26609E+18,F,33,F33-42
-5.66145E+18,F,26,F24-26
1.2393E+18,F,27,F27-28
-3.41513E+18,F,45,F43+
-7.19181E+18,F,33,F33-42
5.81306E+18,M,26,M23-26
1.15031E+18,F,25,F24-26
5.70832E+18,M,41,M39+
-5.93453E+18,F,31,F29-32
-2.27608E+18,F,29,F29-32
2.30213E+18,F,48,F43+
7.64858E+18,M,19,M22-
5.91288E+18,M,27,M27-28
-7.36372E+18,F,27,F27-28
-4.55702E+18,M,32,M32-38
7.562E+18,M,20,M22-
1.24207E+18,F,32,F29-32
-4.40877E+18,F,40,F33-42
-5.6962E+18,M,24,M23-26
-4.2545E+18,M,48,M39+
-7.04723E+18,M,28,M27-28
-5.81165E+18,M,32,M32-38
-5.86823E+18,F,44,F43+
-7.94319E+17,F,30,F29-32
6.3526E+18,F,42,F33-42
9.19426E+18,M,47,M39+
6.27894E+18,M,18,M22-
-6.38206E+18,M,18,M22-
-6.9709E+18,F,25,F24-26
1.29646E+18,F,32,F29-32
7.25171E+18,M,33,M32-38
-5.87092E+18,M,50,M39+
6.49503E+18,M,31,M29-31
2.03616E+18,M,35,M32-38
6.41777E+18,M,35,M32-38
8.5356E+18,F,48,F43+
8.33921E+18,F,26,F24-26
-2.58616E+18,M,21,M22-
2.87511E+18,M,28,M27-28
-2.84514E+18,M,28,M27-28
-6.25799E+18,F,29,F29-32
4.41357E+18,M,31,M29-31
-1.63103E+17,F,27,F27-28
5.1035E+18,M,22,M22-
-7.93464E+18,M,48,M39+
-1.66834E+18,M,41,M39+
-6.08807E+18,M,32,M32-38
-9.37621E+17,M,23,M23-26
7.84767E+18,F,32,F29-32
7.22687E+18,M,30,M29-31
1.71045E+17,M,42,M39+
-5.59029E+18,M,23,M23-26
7.48128E+18,M,27,M27-28
-4.91849E+18,M,27,M27-28
4.98084E+18,M,28,M27-28
5.69028E+18,F,71,F43+
9.19999E+17,M,27,M27-28
-6.11472E+18,M,24,M23-26
-3.11528E+18,M,38,M32-38
-2.93344E+18,M,55,M39+
7.42295E+18,M,18,M22-
-8.49275E+18,M,39,M39+
-2.86861E+18,F,25,F24-26
-6.32936E+17,F,25,F24-26
7.23863E+18,M,22,M22-
1.20668E+18,M,28,M27-28
-2.70188E+18,M,29,M29-31
5.8257E+18,M,28,M27-28
-6.09681E+18,F,45,F43+
-1.02535E+18,M,39,M39+
7.53168E+18,M,39,M39+
7.6961E+18,M,39,M39+
2.15354E+18,M,30,M29-31
6.65626E+18,M,36,M32-38
-6.63399E+18,F,49,F43+
6.17012E+18,M,29,M29-31
3.88428E+18,F,34,F33-42
4.90552E+17,F,29,F29-32
-2.44423E+17,M,20,M22-
5.97409E+18,F,46,F43+
5.0078E+17,M,45,M39+
-3.78594E+18,F,25,F24-26
-7.41126E+18,F,49,F43+
-7.52947E+17,M,19,M22-
-6.84599E+18,M,24,M23-26
5.35534E+18,M,24,M23-26
-2.53283E+17,M,34,M32-38
-5.32865E+18,F,29,F29-32
-5.25235E+18,F,29,F29-32
3.02604E+18,M,30,M29-31
-1.29907E+17,F,27,F27-28
-2.13454E+18,M,31,M29-31
8.38961E+18,M,31,M29-31
-4.18906E+18,F,41,F33-42
1.16567E+18,M,27,M27-28
-2.29842E+18,M,27,M27-28
-8.38693E+18,M,45,M39+
-5.20118E+18,M,24,M23-26
-5.17992E+18,M,24,M23-26
-8.11791E+18,M,24,M23-26
-2.07426E+18,M,19,M22-
7.60179E+18,M,35,M32-38
-3.69939E+18,M,31,M29-31
-7.4245E+18,M,26,M23-26
2.66417E+18,F,32,F29-32
1.4586E+18,M,20,M22-
-3.04383E+18,M,46,M39+
-5.67645E+17,M,32,M32-38
3.68923E+18,F,31,F29-32
-1.62155E+18,F,31,F29-32
1.72359E+18,F,31,F29-32
-1.50836E+18,F,31,F29-32
9.32321E+16,F,30,F29-32
-1.54466E+18,M,18,M22-
3.9554E+18,F,44,F43+
-7.49993E+18,M,40,M39+
-5.51714E+18,M,37,M32-38
-6.59725E+18,F,33,F33-42
-1.6197E+18,F,25,F24-26
-5.4055E+18,M,17,M22-
-5.63667E+18,M,20,M22-
-1.29869E+18,F,29,F29-32
-3.32761E+18,F,29,F29-32
2.4402E+18,F,37,F33-42
-8.02558E+18,M,32,M32-38
5.79645E+18,M,32,M32-38
1.49061E+18,M,32,M32-38
6.79476E+18,M,32,M32-38
-5.02192E+17,M,32,M32-38
-1.15863E+18,M,29,M29-31
4.25083E+18,M,28,M27-28
-6.67776E+18,M,31,M29-31
9.19996E+18,F,38,F33-42
4.48074E+18,F,26,F24-26
2.93978E+18,F,26,F24-26
2.26173E+18,M,26,M23-26
6.21109E+17,M,54,M39+
3.13447E+18,M,20,M22-
-6.78738E+17,M,30,M29-31
9.07034E+18,M,48,M39+
9.13922E+18,M,24,M23-26
-5.88305E+18,M,35,M32-38
-8.99285E+18,M,30,M29-31
-3.22116E+18,M,28,M27-28
-2.83083E+18,F,31,F29-32
-2.92065E+18,M,23,M23-26
7.73275E+18,F,40,F33-42
9.03435E+17,M,75,M39+
-1.89945E+18,M,34,M32-38
4.10759E+18,M,29,M29-31
3.03191E+18,M,29,M29-31
2.58101E+16,M,29,M29-31
-7.21325E+18,M,24,M23-26
-7.95696E+18,F,26,F24-26
-3.7823E+18,M,44,M39+
1.15742E+18,M,25,M23-26
-6.44582E+18,M,40,M39+
5.36989E+18,F,32,F29-32
3.4332E+18,M,22,M22-
-4.54594E+18,M,22,M22-
7.02734E+18,M,22,M22-
3.71649E+18,M,21,M22-
-1.72349E+18,M,43,M39+
4.01014E+18,F,23,F23-
-4.40562E+17,M,28,M27-28
7.68732E+18,M,23,M23-26
-4.77644E+17,M,31,M29-31
-6.95112E+18,M,31,M29-31
-2.76067E+18,F,27,F27-28
-2.58821E+18,F,27,F27-28
7.0424E+18,F,36,F33-42
-5.21635E+16,M,30,M29-31
-1.97737E+18,M,34,M32-38
8.62667E+18,F,20,F23-
4.56887E+18,F,20,F23-
-2.74341E+18,M,23,M23-26
6.42445E+17,M,31,M29-31
-1.43973E+18,F,14,F23-
-9.04123E+18,F,43,F43+
4.74942E+18,F,37,F33-42
4.94999E+17,F,25,F24-26
1.85692E+18,M,35,M32-38
1.28716E+18,M,33,M32-38
3.81589E+18,M,22,M22-
-4.04599E+18,M,23,M23-26
-1.77539E+18,F,20,F23-
8.2636E+18,M,47,M39+
-7.15518E+18,M,47,M39+
-8.20302E+18,M,25,M23-26
6.76817E+18,M,21,M22-
2.40422E+18,M,34,M32-38
7.24302E+18,M,56,M39+
5.82811E+18,F,35,F33-42
-8.74497E+18,F,38,F33-42
6.87791E+18,M,23,M23-26
8.35319E+18,F,37,F33-42
-7.13097E+17,M,16,M22-
1.53359E+18,M,41,M39+
5.08148E+18,M,13,M22-
7.18856E+18,M,38,M32-38
-2.98541E+18,F,22,F23-
6.40785E+18,F,21,F23-
-7.58728E+18,F,27,F27-28
-8.99554E+18,F,36,F33-42
-8.29987E+18,F,36,F33-42
1.96547E+18,F,36,F33-42
6.98633E+18,F,36,F33-42
1.08082E+18,M,25,M23-26
-6.97953E+18,F,44,F43+
5.50688E+18,M,19,M22-
1.05374E+18,M,19,M22-
-7.92131E+18,M,23,M23-26
5.38382E+18,M,33,M32-38
-5.71175E+18,M,25,M23-26
2.87713E+17,M,81,M39+
-3.63758E+18,M,24,M23-26
-3.66834E+17,M,15,M22-
-6.26032E+18,M,30,M29-31
-5.7662E+18,F,25,F24-26
8.10083E+18,F,24,F24-26
6.77671E+17,M,29,M29-31
-1.15515E+18,M,25,M23-26
-1.3935E+18,M,27,M27-28
-8.1846E+18,M,27,M27-28
-3.07598E+18,M,20,M22-
-4.99676E+18,M,31,M29-31
-6.10121E+18,M,23,M23-26
5.64553E+18,M,28,M27-28
-7.47144E+18,M,28,M27-28
5.80325E+18,F,29,F29-32
7.17266E+18,F,28,F27-28
-6.75579E+18,M,20,M22-
4.45898E+18,F,25,F24-26
5.05096E+18,F,18,F23-
7.75679E+18,M,34,M32-38
7.3544E+18,M,22,M22-
8.75171E+18,M,22,M22-
3.71417E+18,F,21,F23-
-8.60061E+18,M,40,M39+
-3.97479E+18,F,23,F23-
-4.69323E+18,M,20,M22-
2.91286E+18,M,20,M22-
9.16372E+18,M,31,M29-31
2.92875E+18,M,30,M29-31
-8.08476E+18,M,28,M27-28
6.53728E+17,F,42,F33-42
6.11444E+17,M,39,M39+
9.16319E+18,M,39,M39+
3.90598E+18,M,38,M32-38
6.76713E+18,M,37,M32-38
-3.92797E+18,M,27,M27-28
4.68331E+18,F,26,F24-26
-3.85759E+18,M,20,M22-
1.12547E+18,M,18,M22-
-4.41243E+18,F,31,F29-32
3.78262E+18,F,31,F29-32
-8.6175E+18,F,21,F23-
5.53425E+18,F,21,F23-
6.56122E+18,M,23,M23-26
4.07161E+18,M,19,M22-
-1.46109E+18,M,25,M23-26
-3.35613E+17,M,55,M39+
9.1167E+18,F,43,F43+
-8.51704E+18,M,29,M29-31
-4.34877E+18,M,29,M29-31
-5.97257E+18,M,29,M29-31
2.07333E+18,M,24,M23-26
8.73567E+18,M,24,M23-26
8.52727E+17,M,41,M39+
9.12736E+18,F,29,F29-32
-7.50709E+18,M,41,M39+
-8.24065E+18,F,26,F24-26
5.52863E+18,M,30,M29-31
7.94585E+18,M,36,M32-38
-6.78881E+18,F,32,F29-32
-2.82647E+18,M,29,M29-31
-8.3044E+18,M,40,M39+
-2.13705E+18,M,40,M39+
7.81614E+17,M,30,M29-31
2.54407E+18,M,24,M23-26
2.58735E+18,F,29,F29-32
-9.12688E+18,F,20,F23-
-4.64205E+18,M,20,M22-
6.13855E+18,M,26,M23-26
-7.64416E+18,F,27,F27-28
8.96874E+18,M,33,M32-38
-3.18044E+18,M,45,M39+
-2.89988E+17,M,45,M39+
6.26719E+17,M,33,M32-38
4.19154E+18,M,24,M23-26
8.5519E+18,M,28,M27-28
5.59691E+18,M,28,M27-28
-7.30668E+18,M,17,M22-
-2.37944E+17,M,28,M27-28
-2.05937E+18,M,21,M22-
7.08871E+18,M,21,M22-
2.58499E+18,M,31,M29-31
-6.42083E+18,M,31,M29-31
-6.96773E+18,M,24,M23-26
5.02257E+18,M,35,M32-38
6.0597E+18,F,18,F23-
8.64428E+18,M,43,M39+
3.27311E+18,F,32,F29-32
3.44593E+18,M,32,M32-38
7.70798E+18,F,27,F27-28
-6.45075E+18,M,19,M22-
-1.47202E+18,M,24,M23-26
3.80597E+17,F,30,F29-32
-2.43652E+18,F,37,F33-42
-7.13467E+18,M,38,M32-38
-4.86976E+17,M,28,M27-28
-1.75871E+18,F,48,F43+
-4.73628E+18,M,26,M23-26
-2.02571E+18,F,34,F33-42
-5.3626E+18,M,34,M32-38
1.36792E+18,M,27,M27-28
9.27805E+17,M,25,M23-26
2.34622E+18,M,39,M39+
3.4096E+18,M,37,M32-38
-4.18122E+18,F,41,F33-42
7.65165E+18,M,30,M29-31
-6.92965E+18,M,31,M29-31
-2.66054E+18,F,26,F24-26
3.60979E+18,F,29,F29-32
-1.79787E+18,M,37,M32-38
-2.09735E+18,M,37,M32-38
-2.05149E+18,M,36,M32-38
-8.65956E+18,M,66,M39+
4.74168E+18,F,43,F43+
-1.66271E+18,M,24,M23-26
4.1827E+18,F,42,F33-42
-3.446E+18,M,25,M23-26
-2.91567E+18,F,28,F27-28
-4.75064E+18,F,34,F33-42
-1.12891E+18,F,34,F33-42
-4.79756E+18,M,31,M29-31
-1.71554E+18,F,34,F33-42
4.58018E+18,M,32,M32-38
7.88999E+18,F,21,F23-
7.23344E+18,M,31,M29-31
-4.10101E+18,F,29,F29-32
5.92626E+18,F,29,F29-32
-3.0771E+18,F,29,F29-32
3.87032E+17,F,22,F23-
1.21746E+18,M,34,M32-38
4.47336E+18,M,37,M32-38
-3.97847E+18,M,33,M32-38
-8.99517E+18,F,29,F29-32
-7.36147E+18,F,21,F23-
1.78448E+18,F,21,F23-
7.38023E+18,F,21,F23-
7.00839E+18,M,26,M23-26
-2.56577E+18,F,27,F27-28
5.34666E+18,F,27,F27-28
-4.21948E+18,M,22,M22-
-3.53224E+18,F,28,F27-28
8.07395E+18,M,43,M39+
-2.23381E+18,M,18,M22-
-4.40114E+17,F,36,F33-42
4.27163E+18,F,28,F27-28
-6.5654E+18,M,28,M27-28
5.75295E+18,M,26,M23-26
-8.31208E+18,F,30,F29-32
-8.38452E+18,F,41,F33-42
7.07602E+18,M,39,M39+
6.06056E+18,F,49,F43+
2.88564E+18,F,49,F43+
6.0545E+18,F,49,F43+
-5.16353E+18,F,33,F33-42
-7.74995E+18,M,25,M23-26
-8.12909E+18,M,18,M22-
-2.38861E+18,F,28,F27-28
-2.97126E+18,F,28,F27-28
-3.74298E+18,M,23,M23-26
-6.75193E+17,F,21,F23-
5.26479E+18,M,26,M23-26
-8.3519E+18,M,26,M23-26
-2.6574E+18,M,26,M23-26
-8.24269E+17,M,28,M27-28
1.85143E+18,M,20,M22-
2.91993E+18,F,26,F24-26
-2.76592E+18,M,28,M27-28
-1.38342E+18,M,37,M32-38
-8.44809E+18,M,37,M32-38
-1.82959E+18,F,33,F33-42
-4.71984E+18,F,33,F33-42
2.12929E+18,M,37,M32-38
-7.32613E+18,M,19,M22-
6.48429E+18,F,31,F29-32
-8.97837E+18,F,25,F24-26
-2.15269E+18,M,33,M32-38
6.34384E+18,M,33,M32-38
-5.33868E+18,M,33,M32-38
-8.58278E+18,M,37,M32-38
-7.71632E+17,M,25,M23-26
8.18094E+18,M,29,M29-31
3.99065E+18,M,29,M29-31
6.49051E+18,M,23,M23-26
-2.63707E+17,M,39,M39+
6.72518E+17,M,39,M39+
1.48304E+18,M,28,M27-28
6.66553E+18,M,68,M39+
-2.29691E+18,M,68,M39+
2.40584E+18,M,27,M27-28
-1.64042E+18,M,31,M29-31
4.15916E+18,M,27,M27-28
-8.67286E+18,F,36,F33-42
4.74525E+18,M,37,M32-38
1.49527E+18,M,29,M29-31
6.79849E+18,M,52,M39+
1.22576E+18,M,20,M22-
-3.08606E+18,M,20,M22-
4.14422E+18,F,20,F23-
-3.09978E+18,M,27,M27-28
-8.95274E+18,M,29,M29-31
-7.15769E+18,M,22,M22-
-7.83405E+18,M,34,M32-38
3.8216E+18,M,34,M32-38
-7.21169E+18,M,28,M27-28
-7.34398E+18,M,18,M22-
-6.3119E+18,F,29,F29-32
-3.22414E+18,F,46,F43+
8.51026E+18,M,12,M22-
-7.40279E+18,M,21,M22-
-7.05145E+18,F,20,F23-
5.83186E+18,M,18,M22-
-4.7534E+18,M,20,M22-
-8.89902E+18,M,22,M22-
-2.59385E+17,M,37,M32-38
8.3546E+18,F,42,F33-42
-4.01546E+18,F,30,F29-32
2.67379E+18,F,37,F33-42
5.41249E+18,M,23,M23-26
6.65312E+18,M,24,M23-26
-7.38272E+18,M,25,M23-26
4.20251E+18,M,26,M23-26
-2.78028E+18,M,20,M22-
-6.8903E+18,F,57,F43+
3.79368E+18,M,40,M39+
5.81404E+17,M,38,M32-38
2.31184E+18,F,24,F24-26
-5.90012E+17,M,28,M27-28
-7.56263E+18,M,26,M23-26
-2.16676E+17,F,23,F23-
-8.28289E+18,F,29,F29-32
-3.79641E+18,F,24,F24-26
7.82974E+18,F,31,F29-32
-3.65888E+18,M,28,M27-28
6.56604E+18,F,25,F24-26
6.19967E+18,F,25,F24-26
7.08904E+18,M,32,M32-38
3.76132E+18,M,32,M32-38
2.60463E+18,M,34,M32-38
6.45743E+17,F,26,F24-26
-9.13202E+18,M,29,M29-31
-5.91946E+17,M,29,M29-31
2.86822E+18,M,21,M22-
-2.65714E+18,M,21,M22-
-1.10217E+18,M,21,M22-
6.91471E+18,M,27,M27-28
2.67271E+18,M,25,M23-26
-1.56159E+18,F,44,F43+
1.32389E+18,F,24,F24-26
-4.00184E+18,F,25,F24-26
-6.29482E+18,F,27,F27-28
-1.74467E+18,F,25,F24-26
-7.77649E+18,F,42,F33-42
3.9395E+18,M,40,M39+
-8.42717E+18,M,25,M23-26
3.88252E+18,F,31,F29-32
1.6408E+18,F,20,F23-
-4.57709E+18,F,38,F33-42
6.80562E+18,F,19,F23-
-1.4425E+18,M,33,M32-38
-9.09161E+17,F,27,F27-28
3.72018E+18,M,29,M29-31
9.18997E+18,M,22,M22-
-1.05418E+18,M,31,M29-31
-8.38892E+18,F,20,F23-
1.38567E+18,F,34,F33-42
-1.06773E+18,M,40,M39+
7.44964E+18,M,30,M29-31
-7.81435E+18,F,41,F33-42
-8.35778E+18,M,27,M27-28
3.67473E+18,M,27,M27-28
-4.89159E+18,M,27,M27-28
6.8046E+18,M,27,M27-28
-3.46817E+18,F,33,F33-42
6.98025E+18,F,55,F43+
-2.94575E+18,F,55,F43+
3.7852E+17,F,55,F43+
3.23797E+18,M,31,M29-31
-8.61897E+18,M,22,M22-
9.07208E+18,M,26,M23-26
4.63914E+18,M,32,M32-38
-2.00475E+18,M,22,M22-
2.17752E+18,M,67,M39+
-3.78397E+18,F,29,F29-32
-5.68195E+17,F,31,F29-32
-5.49216E+18,F,31,F29-32
-5.91055E+18,M,25,M23-26
-7.08435E+18,M,29,M29-31
-1.26369E+18,F,54,F43+
9.90337E+17,M,41,M39+
-2.3897E+18,M,22,M22-
4.26944E+18,M,24,M23-26
8.2555E+18,M,24,M23-26
2.28904E+17,M,24,M23-26
3.25821E+18,M,34,M32-38
-2.96231E+18,M,34,M32-38
-5.00019E+18,M,34,M32-38
8.90006E+18,M,34,M32-38
-9.03123E+18,M,27,M27-28
-7.64904E+18,M,24,M23-26
-3.96198E+17,M,24,M23-26
5.51223E+18,F,34,F33-42
-4.34033E+18,M,52,M39+
-6.61269E+18,M,52,M39+
-3.11379E+18,M,33,M32-38
-5.66429E+18,M,40,M39+
-2.22436E+18,M,40,M39+
-5.23996E+18,M,40,M39+
1.61088E+18,M,40,M39+
-1.37079E+18,M,40,M39+
2.6941E+18,M,40,M39+
-1.18264E+18,M,25,M23-26
-5.44511E+18,M,25,M23-26
-8.7593E+18,F,21,F23-
7.33967E+18,F,21,F23-
-7.02855E+18,F,21,F23-
-3.91733E+18,M,20,M22-
-4.11002E+18,F,38,F33-42
7.79135E+18,F,38,F33-42
-5.31565E+18,M,27,M27-28
-5.83188E+18,M,23,M23-26
-6.48184E+18,F,21,F23-
-8.00316E+18,F,21,F23-
-8.55326E+17,M,32,M32-38
-6.23268E+18,F,32,F29-32
-6.05297E+18,M,29,M29-31
4.57302E+17,M,23,M23-26
-4.68433E+18,F,33,F33-42
-8.4556E+18,F,33,F33-42
-5.81365E+18,F,54,F43+
8.25805E+18,M,53,M39+
6.93862E+18,M,10,M22-
-6.26359E+18,F,51,F43+
7.77909E+18,F,46,F43+
-5.94776E+18,F,34,F33-42
5.18113E+17,M,49,M39+
-2.82291E+18,F,29,F29-32
-3.16672E+18,M,26,M23-26
1.27661E+18,M,21,M22-
8.54069E+18,M,43,M39+
-5.65567E+18,M,43,M39+
-1.24442E+18,M,26,M23-26
8.45225E+18,M,39,M39+
-3.39426E+18,M,39,M39+
4.47861E+18,F,34,F33-42
-2.78277E+18,M,26,M23-26
-7.93028E+18,M,30,M29-31
-6.00749E+18,F,45,F43+
-2.6704E+18,M,17,M22-
8.42628E+17,F,22,F23-
-8.13529E+18,M,22,M22-
7.16566E+18,M,22,M22-
-3.32358E+18,M,22,M22-
5.58369E+17,M,22,M22-
-4.68496E+18,M,30,M29-31
-3.55978E+18,M,30,M29-31
-3.02274E+18,F,29,F29-32
1.76976E+18,F,27,F27-28
-7.83962E+18,M,40,M39+
-7.09457E+18,F,37,F33-42
3.71176E+18,M,27,M27-28
-7.3888E+18,M,25,M23-26
5.22325E+18,M,25,M23-26
-8.83743E+18,M,46,M39+
6.05839E+17,M,26,M23-26
7.53252E+18,M,30,M29-31
-7.25752E+18,M,30,M29-31
-7.71405E+17,F,26,F24-26
-5.74164E+18,F,30,F29-32
5.56546E+18,F,26,F24-26
6.18392E+18,M,31,M29-31
-6.34499E+18,M,44,M39+
-4.96593E+18,M,17,M22-
4.38185E+18,M,45,M39+
-4.51973E+18,M,34,M32-38
-6.8016E+18,F,19,F23-
5.35927E+18,M,30,M29-31
-2.04178E+18,M,51,M39+
-4.8579E+18,F,54,F43+
-6.85551E+18,M,21,M22-
6.88938E+18,F,36,F33-42
-3.69828E+17,M,30,M29-31
2.31667E+17,M,38,M32-38
-2.31025E+18,M,30,M29-31
-3.35829E+18,M,24,M23-26
9.18187E+18,M,28,M27-28
-8.12182E+18,F,30,F29-32
4.40995E+18,F,30,F29-32
4.8881E+17,M,30,M29-31
-4.65266E+18,M,32,M32-38
-4.71058E+18,M,23,M23-26
1.69173E+18,M,34,M32-38
3.27505E+18,M,23,M23-26
4.10289E+18,F,48,F43+
-7.90511E+18,F,27,F27-28
-7.65061E+18,F,24,F24-26
5.1638E+18,F,29,F29-32
7.50861E+17,M,42,M39+
-6.20412E+18,M,41,M39+
5.04985E+18,F,28,F27-28
2.21796E+18,M,43,M39+
-3.46887E+18,F,31,F29-32
-6.02952E+18,M,36,M32-38
8.65574E+18,M,33,M32-38
-6.3202E+18,F,21,F23-
-6.22575E+18,M,44,M39+
-5.86457E+18,M,32,M32-38
6.55835E+18,F,40,F33-42
4.34641E+18,F,40,F33-42
7.40217E+16,F,31,F29-32
-1.91184E+18,F,25,F24-26
-3.41997E+17,F,29,F29-32
-8.68298E+17,M,56,M39+
-2.34387E+18,F,46,F43+
7.25222E+18,M,61,M39+
-1.67815E+18,F,45,F43+
3.63375E+18,F,27,F27-28
8.6474E+18,F,27,F27-28
8.31292E+18,F,34,F33-42
-6.45024E+18,M,30,M29-31
-7.05057E+18,M,23,M23-26
4.77413E+18,F,27,F27-28
1.06492E+17,M,57,M39+
-9.53926E+16,F,24,F24-26
-4.16108E+18,M,27,M27-28
4.61518E+18,M,27,M27-28
-4.05087E+18,M,29,M29-31
6.45756E+18,F,23,F23-
2.33168E+17,F,34,F33-42
-9.03606E+18,M,40,M39+
-7.85542E+18,M,24,M23-26
-5.92226E+18,M,24,M23-26
-3.71904E+18,M,24,M23-26
2.31399E+18,M,31,M29-31
6.18975E+18,M,32,M32-38
3.754E+18,M,43,M39+
-1.28697E+18,M,42,M39+
-8.5296E+18,M,26,M23-26
6.3303E+18,F,25,F24-26
-4.95811E+18,F,25,F24-26
7.82108E+18,F,42,F33-42
5.44937E+18,F,42,F33-42
2.17853E+18,F,34,F33-42
-8.77549E+18,M,42,M39+
7.87549E+18,M,31,M29-31
-3.97102E+18,M,31,M29-31
8.01316E+18,M,19,M22-
3.75384E+17,M,47,M39+
-1.93844E+18,M,18,M22-
-3.28341E+18,F,24,F24-26
-1.41373E+18,F,24,F24-26
-4.43243E+18,F,48,F43+
-1.97951E+18,M,42,M39+
-3.59289E+18,M,33,M32-38
-2.63013E+18,M,23,M23-26
-8.17485E+18,M,29,M29-31
-1.91783E+18,M,27,M27-28
1.10244E+18,M,32,M32-38
-2.56778E+18,M,31,M29-31
5.8128E+18,M,31,M29-31
-2.77062E+16,M,21,M22-
-5.54728E+18,F,22,F23-
4.0863E+18,M,20,M22-
-6.85322E+18,M,22,M22-
-6.77406E+18,M,22,M22-
-1.73838E+17,M,22,M22-
-4.0763E+18,F,30,F29-32
-4.66919E+18,M,34,M32-38
-7.42298E+18,M,34,M32-38
8.91301E+18,M,34,M32-38
-8.13286E+18,M,34,M32-38
-1.78501E+18,M,41,M39+
-2.35144E+18,M,17,M22-
8.66214E+18,M,25,M23-26
1.71364E+18,M,30,M29-31
-7.22929E+18,F,26,F24-26
3.7707E+18,M,27,M27-28
-8.73623E+18,M,25,M23-26
-8.47715E+18,M,25,M23-26
1.53047E+18,M,22,M22-
1.16644E+18,M,46,M39+
1.42301E+18,M,26,M23-26
7.48861E+18,F,48,F43+
4.83091E+18,F,48,F43+
-5.9863E+16,F,48,F43+
-3.43722E+18,M,24,M23-26
-8.07604E+18,M,36,M32-38
9.10882E+18,F,28,F27-28
-4.01543E+18,M,17,M22-
6.79751E+18,M,24,M23-26
9.20147E+18,F,48,F43+
-1.41992E+18,F,27,F27-28
-1.75174E+18,F,30,F29-32
3.00778E+18,F,31,F29-32
-7.78273E+18,F,31,F29-32
5.9486E+18,M,42,M39+
-5.40823E+17,F,53,F43+
-1.0049E+18,M,34,M32-38
2.92795E+18,F,27,F27-28
4.29296E+18,F,46,F43+
2.69626E+18,M,27,M27-28
2.78425E+18,M,29,M29-31
-8.36041E+18,M,46,M39+
-5.01671E+18,M,46,M39+
7.59725E+18,F,24,F24-26
4.17264E+18,F,29,F29-32
1.78686E+18,F,21,F23-
3.11463E+18,F,26,F24-26
3.03209E+18,F,28,F27-28
5.82593E+18,F,26,F24-26
-1.53319E+18,M,21,M22-
-9.13606E+18,F,28,F27-28
7.51552E+18,F,35,F33-42
-1.08338E+18,M,32,M32-38
-4.24553E+18,M,33,M32-38
6.4474E+18,M,61,M39+
-4.72603E+18,M,35,M32-38
-2.86956E+18,M,25,M23-26
-8.79837E+18,M,20,M22-
-4.49001E+18,F,31,F29-32
2.17713E+18,F,31,F29-32
-8.32604E+18,F,31,F29-32
-5.00099E+18,F,31,F29-32
8.16864E+18,F,31,F29-32
1.53805E+18,M,24,M23-26
7.83985E+18,F,28,F27-28
2.40624E+18,F,28,F27-28
1.72436E+18,M,24,M23-26
7.89917E+18,F,38,F33-42
2.90445E+18,F,46,F43+
1.17785E+18,M,18,M22-
